O,D,value
30,32,156.84
30,33,38.93
30,34,78.66
30,35,45.49
30,36,49.58
30,80,19.88
30,82,29.96
30,84,16.43
30,85,107.89
30,86,52.45
30,87,35.34
30,88,96.52
30,89,21.8
30,90,33.8
30,91,396.76
30,93,75.24
30,95,22.49
30,97,423.86
30,98,217.28
30,99,66.25
30,100,59.94
30,101,33.63
30,106,29
30,107,20.33
30,111,29.55
30,147,26.21
30,157,21.56
30,159,30.03
30,356,17.34
30,379,16
30,382,21
30,387,17
31,3,24.37
31,4,19.44
31,5,81.58
31,7,23.1
31,10,19.96
31,11,19.43
31,12,29.91
31,13,57.37
31,14,47.18
31,15,71.95
31,16,289.04
31,17,175
31,18,173.31
31,19,79.28
31,20,85.43
31,21,99.85
31,22,109.54
31,23,562.1
31,24,107.17
31,25,97.89
31,26,467.19
31,27,468.51
31,28,365.25
31,29,907.24
31,30,244.19
31,32,333.57
31,33,101.53
31,34,308.04
31,35,161.86
31,36,148.26
31,82,16.87
31,85,58.98
31,86,25.7
31,88,48.11
31,90,19.92
31,91,212.55
31,93,47.93
31,95,24.49
31,97,335.24
31,98,153.75
31,99,127.32
31,100,58.59
31,101,87.5
31,106,50.23
31,107,23.8
31,108,38.43
31,109,23.75
31,110,51.1
31,111,94.29
31,112,32.19
31,113,38.56
31,115,25.84
31,356,84.01
31,357,19.62
32,3,16.12
32,5,43.56
32,10,16.25
32,11,16.44
32,13,44.28
32,14,29.67
32,15,41.56
32,16,164.85
32,17,104.1
32,18,103.01
32,19,43.94
32,20,62.84
32,21,58.23
32,22,63.01
32,23,317.49
32,24,98
32,25,87.65
32,26,424.81
32,27,258.31
32,28,210.04
32,29,510.46
32,30,242.5
32,31,368.38
32,33,171.53
32,34,301.4
32,35,96.12
32,36,140.18
32,81,18.38
32,85,56.8
32,86,24.61
32,87,38.72
32,88,66.56
32,89,19.38
32,90,17.1
32,91,208.81
32,93,119.37
32,95,61.73
32,97,741.03
32,98,357.88
32,99,294.92
32,100,152.34
32,101,165.02
32,102,34.14
32,104,21.89
32,106,118.26
32,107,63.09
32,108,74.63
32,109,53.65
32,110,90.91
32,111,176.59
32,112,38.25
32,113,81.7
32,115,27.4
32,116,28.72
32,118,28.72
32,121,24.13
32,123,16.74
32,147,31.34
32,157,22.27
32,159,25.46
32,356,85.41
32,357,18.81
32,382,18
33,5,37.31
33,13,17.55
33,15,20.7
33,16,72.91
33,17,76.67
33,18,74.44
33,19,31.61
33,20,18.24
33,21,19.81
33,22,49.83
33,23,113.42
33,24,23.6
33,25,20.74
33,26,95.04
33,27,90.71
33,28,157.95
33,29,399.21
33,30,56.48
33,31,124.48
33,32,183.75
33,34,302.79
33,35,96.36
33,36,279.72
33,91,46.61
33,93,29.47
33,95,32.71
33,97,166.23
33,98,76.51
33,99,160.52
33,100,80.27
33,101,173.59
33,102,19.09
33,104,16.58
33,106,69.1
33,107,36.77
33,108,52.81
33,109,32.12
33,110,190.48
33,111,191.09
33,112,83.57
33,113,87.39
33,114,35.33
33,115,68.27
33,116,17.83
33,118,23.2
33,120,19.29
33,121,29.27
33,123,27.95
33,356,203.36
33,357,35.83
34,3,24.1
34,4,16.51
34,5,72.11
34,10,18.71
34,12,17.83
34,13,34.41
34,14,33.72
34,15,45.55
34,16,152.62
34,17,164.92
34,18,164.22
34,19,68.77
34,20,38.11
34,21,44.19
34,22,108.47
34,23,246.39
34,24,45.87
34,25,40.82
34,26,196.79
34,27,194.37
34,28,344.82
34,29,871.77
34,30,102.26
34,31,269.07
34,32,248.25
34,33,222.7
34,35,180.62
34,36,300.01
34,85,24.31
34,88,19.23
34,91,88.78
34,93,37.36
34,95,18.05
34,97,239.88
34,98,114.42
34,99,110.34
34,100,53.5
34,101,120.1
34,102,18.04
34,106,68.57
34,107,31.22
34,108,51.28
34,109,29.48
34,110,134.7
34,111,129.82
34,112,65.66
34,113,61.65
34,114,31.72
34,115,65.09
34,118,21.28
34,120,17.37
34,356,172.55
34,357,31.51
35,3,32.08
35,4,17.95
35,5,90.08
35,7,17.86
35,10,18.55
35,12,19.64
35,13,35.95
35,14,40.28
35,15,43.99
35,16,159.26
35,17,193.21
35,18,195.89
35,19,85.89
35,20,35.65
35,21,47.23
35,22,123.76
35,23,255.44
35,24,47.88
35,25,35.27
35,26,168.89
35,27,162.26
35,28,396.73
35,29,993.83
35,30,54.45
35,31,119.84
35,32,76.04
35,33,67.49
35,34,130.55
35,36,247.11
35,85,26.57
35,91,48.23
35,97,91.8
35,98,31.99
35,99,43.78
35,100,17.02
35,101,51.26
35,106,19.17
35,110,90.98
35,111,55.2
35,112,48.69
35,113,27.18
35,114,37.84
35,115,81.87
35,356,152.52
35,357,28.2
36,4,20.71
36,5,54.26
36,13,22
36,14,28.64
36,15,27.34
36,16,93.2
36,17,103.92
36,18,118.56
36,19,47.64
36,20,22.3
36,21,27.9
36,22,60.82
36,23,142.82
36,24,29.77
36,25,24.11
36,26,97.8
36,27,91.97
36,28,207.54
36,29,502.61
36,30,52.97
36,31,120.44
36,32,113.66
36,33,202.18
36,34,280.89
36,35,310.6
36,91,46.87
36,95,18.15
36,97,121.28
36,98,51.65
36,99,102.28
36,100,47.17
36,101,115.23
36,106,45.66
36,107,22.71
36,108,28.13
36,109,19.38
36,110,186.83
36,111,133.99
36,112,100.54
36,113,84.78
36,114,103.62
36,115,219.9
36,120,27.68
36,121,30.8
36,122,23.37
36,123,33.67
36,356,759.16
36,357,223.17
36,358,43.68
36,359,17.2
36,381,57
36,382,48
36,383,26
37,6,16.19
37,8,41.23
37,9,50.52
37,10,27.36
37,50,16.43
37,64,59.47
37,66,18.2
37,67,19.52
37,68,44.37
37,69,73.81
37,73,29.11
37,76,125.29
37,77,74.12
37,78,39.79
37,79,33.61
37,80,19.29
37,81,26.43
37,133,18.02
37,135,19.49
37,147,20.65
37,387,17
38,39,94.11
38,40,42.95
38,41,196.9
38,42,49.87
38,43,35.68
38,44,77.71
38,45,23.94
38,46,57.36
38,48,19.51
38,54,25.3
38,55,30.87
38,56,54.68
38,57,20.72
38,58,131.39
38,59,116.48
38,60,33.28
38,61,43.47
38,62,17.53
38,63,48.59
38,64,58.97
38,65,19
38,69,19.15
38,133,18.51
38,134,17.4
38,164,55.31
38,166,112.05
38,167,21.31
38,170,88.51
38,172,23.98
38,222,48.91
38,226,34.75
38,258,16.28
38,260,18.74
39,8,17.47
39,37,48.41
39,38,86.43
39,40,105.1
39,41,980.55
39,42,67.77
39,43,320.56
39,44,745.2
39,45,148.73
39,46,361.58
39,47,71.01
39,48,160.26
39,49,31.22
39,50,77.36
39,56,22.36
39,58,409.13
39,59,90.86
39,60,96.79
39,61,40.86
39,62,103.26
39,63,214.33
39,64,263.48
39,65,84.11
39,66,34.87
39,67,73.39
39,68,29.24
39,69,87.16
39,71,20.1
39,73,25.16
39,76,35.91
39,77,29.81
39,81,21.38
39,129,41.71
39,131,21.18
39,133,83.28
39,134,81.34
39,135,41.49
39,136,53.99
39,141,16.15
39,145,16.59
39,146,18.52
39,147,16.83
39,148,24.05
39,164,19.88
39,166,36.26
39,170,26.7
39,214,17.12
39,218,16.65
39,219,53.12
39,222,67.45
39,223,34.11
39,224,36.55
39,225,100.64
39,226,87.55
39,227,19.91
39,228,49.22
39,229,85.18
39,230,124.37
39,231,17.57
39,232,26.76
39,233,63.51
40,38,63.97
40,39,180.5
40,41,195.34
40,42,53.47
40,43,62.43
40,44,149.17
40,45,29.44
40,46,70.79
40,48,30.58
40,50,16.73
40,58,131.97
40,59,30.36
40,60,30.61
40,62,21.01
40,63,47.6
40,64,53.19
40,65,17.78
40,69,19.91
40,133,17.23
40,134,18.15
40,166,28.94
40,170,19.7
40,222,32.07
40,224,22.16
40,225,22.4
40,226,57.66
40,229,19.21
40,230,25.18
41,4,26.91
41,5,33.49
41,6,22.97
41,7,29.79
41,8,42.34
41,9,30.68
41,10,35.81
41,13,23.78
41,14,39.23
41,15,22.18
41,16,37.61
41,17,28.53
41,18,46.12
41,23,26.35
41,37,44.22
41,38,84.91
41,39,371.23
41,40,46.92
41,42,107.52
41,43,188.1
41,44,321.47
41,45,228.93
41,46,505
41,47,43.03
41,48,100.67
41,49,49.5
41,50,118.49
41,53,23.72
41,54,16.56
41,55,22.42
41,56,46.34
41,58,767.74
41,59,174.85
41,60,177.07
41,61,95.49
41,62,150.84
41,63,274.48
41,64,458.12
41,65,95.3
41,66,51.14
41,67,125.97
41,68,56.15
41,69,163.98
41,71,33.06
41,72,27.14
41,73,59.19
41,76,104.48
41,77,80.3
41,78,35.42
41,79,18.11
41,80,30.43
41,81,62.34
41,129,93.01
41,130,34.17
41,131,48.74
41,132,34.25
41,133,135.91
41,134,102.37
41,135,78.61
41,136,112.91
41,141,43.34
41,142,32.15
41,143,16.3
41,145,34.93
41,146,38.6
41,147,48
41,148,56.93
41,153,22
41,154,19.12
41,164,21.88
41,166,33
41,170,34.26
41,219,33.12
41,222,85.55
41,223,19.77
41,224,25.91
41,225,50.08
41,226,61
41,228,23.83
41,229,38.24
41,230,63.38
41,233,37.64
42,37,19.31
42,38,57.6
42,39,79.12
42,40,34.67
42,41,349.95
42,43,31.26
42,44,62.48
42,45,43.78
42,46,101.56
42,50,23.1
42,58,237.32
42,59,51.67
42,60,55.66
42,61,27.28
42,62,29.48
42,63,85.91
42,64,99.95
42,65,34.16
42,67,20.32
42,69,33.62
42,129,21.92
42,133,30.44
42,134,32.06
42,136,21.35
42,166,24.51
42,170,18
42,222,19.47
42,226,27.81
43,6,21.55
43,8,34.34
43,9,26.88
43,10,22.25
43,14,17.53
43,18,21.56
43,37,62.1
43,38,16.14
43,39,130.17
43,40,16.09
43,41,184.89
43,44,362.62
43,45,328.31
43,46,189.98
43,47,159.44
43,48,362.81
43,49,79.1
43,50,185.51
43,51,18.54
43,52,19.65
43,53,43.46
43,58,84.86
43,59,16.53
43,60,20.81
43,62,100.2
43,63,78.02
43,64,223.71
43,65,26.21
43,66,80.07
43,67,163.12
43,68,68.8
43,69,193.93
43,70,22.35
43,71,47.24
43,72,29.21
43,73,69.09
43,76,80.81
43,77,46.7
43,78,29.87
43,79,16.56
43,81,23.62
43,133,64.36
43,134,20.98
43,135,22.59
43,136,26.36
43,147,18.54
43,216,16.61
43,218,30.5
43,219,45.56
43,221,17.32
43,222,17.76
43,225,17.08
43,226,21.2
43,227,36.19
43,228,35.9
43,229,156.74
43,230,70.5
43,231,40.59
43,232,74.02
43,233,161.57
43,358,33
43,387,21
44,8,22.56
44,9,19.22
44,10,17.21
44,37,66.34
44,38,44.24
44,39,445.41
44,40,54.26
44,41,512.69
44,42,38.05
44,43,581.43
44,45,271.03
44,46,647.02
44,47,127.26
44,48,284.44
44,49,54.46
44,50,142.12
44,51,16.31
44,53,30.02
44,58,221.76
44,59,47.84
44,60,63.28
44,61,29.37
44,62,180.84
44,63,246.31
44,64,349.92
44,65,94.7
44,66,62.03
44,67,131.64
44,68,51.78
44,69,158.23
44,71,34.98
44,72,17.92
44,73,48.3
44,76,58.21
44,77,34.82
44,78,17.77
44,81,22.11
44,129,38.83
44,131,17.67
44,133,106.47
44,134,74.16
44,135,40.51
44,136,54.21
44,141,16.22
44,145,16.6
44,146,16.32
44,147,17.7
44,148,22.73
44,166,16.23
44,218,19.7
44,219,75.74
44,222,37.32
44,223,18.18
44,224,21.94
44,225,52.14
44,226,46.4
44,227,29.87
44,228,78.02
44,229,136.16
44,230,199.99
44,231,26.77
44,232,45.02
44,233,104.04
44,387,24
45,5,18.9
45,6,31.83
45,7,20.49
45,8,55.16
45,9,45.3
45,10,32.25
45,14,25.94
45,16,17.45
45,18,18.09
45,37,122.7
45,39,78.97
45,41,254.86
45,42,17.23
45,43,411.06
45,44,210.62
45,46,353.19
45,47,107.62
45,48,223.28
45,49,132.88
45,50,325.53
45,52,33.92
45,53,76.1
45,58,122.18
45,59,26.04
45,60,25.19
45,62,188.34
45,63,146.66
45,64,385.8
45,65,49.87
45,66,146.58
45,67,305.9
45,68,126.39
45,69,361.97
45,70,36.35
45,71,78.75
45,72,48.99
45,73,109.17
45,74,26.25
45,76,125.49
45,77,81.72
45,78,40.37
45,79,29.82
45,80,21.24
45,81,37.98
45,133,111.63
45,134,40.95
45,135,39.83
45,136,27.5
45,145,18.53
45,147,27.84
45,219,19.06
45,227,19.87
45,228,17.33
45,229,84.13
45,230,38.98
45,231,24.45
45,232,37.68
45,233,101.24
46,6,17.91
46,8,38.56
46,9,28.33
46,10,21.53
46,14,20.41
46,18,17.21
46,37,87.94
46,38,28.3
46,39,170.01
46,40,20.25
46,41,595.83
46,42,37.24
46,43,245.43
46,44,469
46,45,359.07
46,47,58.06
46,48,122.29
46,49,73.05
46,50,195.09
46,52,19.52
46,53,42.47
46,58,276.56
46,59,57.17
46,60,61.86
46,61,30.12
46,62,245.78
46,63,335.66
46,64,495.23
46,65,125.24
46,66,86.33
46,67,180.03
46,68,75.25
46,69,214.79
46,70,19.06
46,71,49.14
46,72,31.28
46,73,65.38
46,74,16.43
46,76,78.88
46,77,54.3
46,78,24.8
46,79,17.19
46,81,31.04
46,129,39.25
46,131,19.27
46,133,144.26
46,134,97.66
46,135,49.02
46,136,62.08
46,145,23.66
46,146,19.97
46,147,22.45
46,148,25.32
46,219,29.38
46,222,21.06
46,225,19.89
46,226,20.02
46,228,28.11
46,229,47.98
46,230,71.36
46,232,19.81
46,233,52.28
47,2,17.35
47,3,18.93
47,5,18.26
47,6,34.88
47,7,23.68
47,8,32.02
47,10,21.96
47,14,25.71
47,37,23.96
47,39,19.76
47,41,30.42
47,43,111.02
47,44,47.86
47,45,58.83
47,46,31.51
47,48,248.67
47,49,149.7
47,50,106.61
47,51,51.65
47,52,52.5
47,53,108.09
47,62,16.28
47,64,42.98
47,66,62.86
47,67,38.99
47,68,46.99
47,69,49.87
47,70,47.76
47,71,92.3
47,72,67.84
47,73,131.92
47,74,41.18
47,76,31.59
47,77,23.22
47,78,16.38
47,210,21.07
47,218,18.68
47,219,19.55
47,220,18.23
47,221,40.53
47,229,32.18
47,231,57.4
47,232,184.36
47,233,126.05
48,2,21.68
48,3,17.64
48,5,20.72
48,6,29.25
48,7,20.13
48,8,42.64
48,9,23.02
48,10,27.05
48,14,20.72
48,16,20.33
48,17,17.81
48,18,22
48,37,73.63
48,39,64.45
48,41,92.75
48,43,310.95
48,44,156.97
48,45,149.29
48,46,91.08
48,47,359.04
48,49,135.54
48,50,281.81
48,51,46.15
48,52,39.77
48,53,96.5
48,58,38.86
48,62,44.68
48,63,37.21
48,64,114.6
48,66,124.49
48,67,104.91
48,68,93.88
48,69,129.91
48,70,44.73
48,71,82.02
48,72,60.3
48,73,116.87
48,74,32.31
48,76,65.69
48,77,45.34
48,78,25.04
48,81,25.59
48,133,35.48
48,147,21.31
48,210,28.11
48,216,22.62
48,218,33.97
48,219,38.5
48,220,20.81
48,221,55.46
48,227,29.37
48,228,29.16
48,229,104.74
48,230,49.03
48,231,101.86
48,232,185.3
48,233,323.92
49,1,19.56
49,2,31.46
49,3,18.33
49,4,28.69
49,5,31.3
49,6,59.04
49,7,38.39
49,8,60.39
49,9,26.54
49,10,31.69
49,14,37.74
49,15,16.09
49,16,21.23
49,17,23.47
49,18,23.38
49,37,46.32
49,39,16.38
49,41,41.94
49,43,75.2
49,44,36.13
49,45,99.2
49,46,51.65
49,47,225.08
49,48,136.7
49,50,182.91
49,51,33.02
49,52,79.86
49,53,169.69
49,58,20.38
49,62,28.8
49,63,23.59
49,64,70.5
49,66,119.19
49,67,67.24
49,68,86.59
49,69,80.68
49,70,78.74
49,71,163.79
49,72,101.95
49,73,231.21
49,74,61.81
49,75,17.11
49,76,53.13
49,77,29.83
49,78,24.18
49,79,22.83
49,133,17.88
49,229,20.13
49,231,25.7
49,232,99.19
49,233,63.85
50,2,20.71
50,3,20.1
50,4,17.35
50,5,23.11
50,6,41.58
50,7,26.81
50,8,65.18
50,9,32
50,10,32.35
50,14,25.57
50,16,16.88
50,17,18.22
50,18,18.07
50,37,126.12
50,39,34.1
50,41,106.21
50,43,177.13
50,44,89.01
50,45,241.97
50,46,135.01
50,47,153.35
50,48,308.91
50,49,185.96
50,51,20.78
50,52,51.47
50,53,110.19
50,58,52.29
50,62,70.38
50,63,56.74
50,64,165.76
50,65,21.56
50,66,208.81
50,67,162.86
50,68,147.54
50,69,200.56
50,70,52.7
50,71,114.71
50,72,67.98
50,73,158.16
50,74,37.8
50,76,88.99
50,77,55.13
50,78,30.91
50,79,25.65
50,80,17.4
50,81,34.56
50,133,50.07
50,135,20.29
50,145,17.91
50,147,27.37
50,221,17.05
50,229,52.49
50,230,26.67
50,231,35.81
50,232,65.73
50,233,143.65
51,2,19.97
51,6,20.79
51,8,22.39
51,43,34.96
51,44,17.82
51,45,18.81
51,47,164.67
51,48,91.3
51,49,57.16
51,50,38.01
51,52,61.33
51,53,127.1
51,66,28.48
51,68,21.03
51,70,55.92
51,71,63.56
51,72,69.6
51,73,85.24
51,74,43.17
51,231,24.24
51,232,84.31
51,233,47.72
52,1,52.53
52,2,57.2
52,3,50.05
52,4,37.19
52,5,49.03
52,6,55.14
52,7,33.44
52,8,33.26
52,10,24
52,14,29.74
52,16,19.51
52,17,39.87
52,18,22.58
52,43,17.22
52,45,20.85
52,47,65.13
52,48,43.17
52,49,60.76
52,50,39.93
52,51,21.77
52,53,140.36
52,66,33.85
52,68,27.09
52,70,137.21
52,71,76.37
52,72,175.78
52,73,116.85
52,74,167.79
52,75,40.94
52,232,41.18
52,233,24.63
53,1,55.03
53,2,87.89
53,3,58.3
53,4,49.58
53,5,56.18
53,6,93.35
53,7,59.92
53,8,90.6
53,9,40.25
53,10,56.69
53,11,17.45
53,13,16.11
53,14,52.22
53,15,21.89
53,16,35.99
53,17,44.02
53,18,27.2
53,37,36.77
53,41,23.92
53,43,58.46
53,44,24.17
53,45,68.27
53,46,39.33
53,47,231.72
53,48,135.34
53,49,221.16
53,50,148.63
53,51,77.17
53,52,252.4
53,62,23.23
53,64,44.64
53,66,123.71
53,67,49.74
53,68,83.04
53,69,64.23
53,70,226.98
53,71,265.33
53,72,285.82
53,73,369.23
53,74,176.52
53,75,46.06
53,76,47.06
53,77,20.97
53,78,33.76
53,79,33.87
53,229,21.01
53,231,35.7
53,232,135.93
53,233,77.33
54,38,51.37
54,39,19.95
54,41,57.34
54,44,16.56
54,46,18.41
54,55,33.92
54,56,66.23
54,57,23.18
54,58,103.9
54,59,116.9
54,60,26.28
54,61,53.29
54,63,35.06
54,64,40.48
54,125,16.89
54,132,17.22
54,166,36.51
54,170,72.32
54,172,26.39
55,38,56.1
55,39,24.43
55,41,58.87
55,44,17.77
55,46,19.32
55,54,29.92
55,56,65.64
55,57,74.12
55,58,106.01
55,59,116.82
55,60,27.04
55,61,53.83
55,63,34.88
55,64,41.28
55,125,16.49
55,128,26.46
55,129,16.44
55,132,18.89
55,164,18.39
55,166,86.58
55,167,21.9
55,170,237.02
55,171,18.65
55,172,81.48
55,178,32.63
56,37,17.83
56,38,112.13
56,39,46.22
56,40,21.64
56,41,128.56
56,42,28.67
56,44,37.87
56,45,16.93
56,46,41.73
56,54,66.43
56,55,74.32
56,57,154.35
56,58,235.59
56,59,258.09
56,60,176.43
56,61,334.24
56,62,27.28
56,63,79.79
56,64,100.69
56,65,49.56
56,67,19.82
56,69,32.83
56,77,23.8
56,125,99.57
56,127,62.84
56,128,53.29
56,129,101.26
56,130,82.39
56,131,52.76
56,132,113.25
56,133,71.01
56,134,68.8
56,135,30.53
56,136,48.87
56,137,46.23
56,138,21.11
56,139,17.83
56,141,29.12
56,142,99.13
56,146,18.76
56,148,21.69
56,149,35.36
56,154,21.78
56,164,23.81
56,166,78.27
56,167,20.84
56,170,173.52
56,172,163.74
56,178,56.64
56,179,17.62
56,182,22.64
56,222,22.35
57,38,29.07
57,41,34.44
57,54,16.1
57,55,57.02
57,56,104.54
57,58,58.8
57,59,63.79
57,60,42.94
57,61,82.29
57,63,19.16
57,64,25.57
57,125,28.23
57,127,19.16
57,128,44
57,129,27.14
57,130,24.83
57,131,17.03
57,132,31.68
57,133,19.04
57,134,20.11
57,142,26.57
57,166,44.74
57,170,131.29
57,172,133.62
57,178,52.29
57,179,18.21
57,182,20.65
58,5,25.22
58,6,19.26
58,7,19.9
58,8,35.92
58,9,25.34
58,10,27.81
58,13,17.96
58,14,27.17
58,16,24.08
58,17,19.27
58,18,26.44
58,37,57.26
58,38,52.43
58,39,131.37
58,40,27.76
58,41,618.81
58,42,75.7
58,43,77.96
58,44,127.8
58,45,92.01
58,46,186.28
58,48,39.16
58,49,17.33
58,50,47.93
58,54,19.62
58,55,26.76
58,56,51.84
58,57,17.69
58,59,210.5
58,60,216.58
58,61,120.55
58,62,117.48
58,63,312.23
58,64,485
58,65,116.34
58,66,40.46
58,67,90.28
58,68,48.11
58,69,150.83
58,71,22.99
58,73,41.78
58,76,84.63
58,77,59.21
58,78,31.15
58,80,28.42
58,81,50.31
58,129,104.32
58,130,45.09
58,131,55.62
58,132,43.14
58,133,148.11
58,134,97.32
58,135,71.64
58,136,104.8
58,141,46.24
58,142,35.37
58,143,19.98
58,145,35.95
58,146,36.56
58,147,40.97
58,148,53.89
58,154,22.11
58,166,29.37
58,170,49.03
58,222,28.45
58,226,27.06
58,230,21.89
58,379,18
59,8,17.91
59,37,53.63
59,38,131.45
59,39,84.14
59,40,24.4
59,41,408.6
59,42,57.1
59,43,36.93
59,44,80.86
59,45,50.96
59,46,123.58
59,48,17.2
59,50,26.35
59,54,65.93
59,55,73.68
59,56,145.96
59,57,54.06
59,58,737.96
59,60,175.29
59,61,309.48
59,62,84.12
59,63,234.15
59,64,275.42
59,65,93.47
59,66,26.84
59,67,57.64
59,68,28.39
59,69,90.25
59,73,18.65
59,76,34.01
59,77,24.11
59,81,16.46
59,125,32.51
59,127,21.85
59,128,19.41
59,129,68.34
59,130,41.35
59,131,35.57
59,132,60.25
59,133,83.09
59,134,67.05
59,135,32.01
59,136,44.28
59,137,17.43
59,141,18.22
59,142,50.11
59,148,19.01
59,164,35.59
59,166,87.71
59,167,21.46
59,170,162.58
59,172,53.27
59,178,16.52
59,222,33.36
59,226,18.18
60,8,18.62
60,37,47.58
60,38,28.98
60,39,72.01
60,40,18.63
60,41,355.95
60,42,51.43
60,43,33.97
60,44,68.22
60,45,41.48
60,46,109.22
60,50,22.99
60,56,78.93
60,57,29.32
60,58,635.47
60,59,141.88
60,61,268.79
60,62,74.72
60,63,202.15
60,64,371.64
60,65,159.97
60,66,21.41
60,67,50.92
60,68,36
60,69,123.12
60,73,25.3
60,76,40.04
60,77,51.5
60,78,17.83
60,80,20.17
60,81,38.46
60,125,18.9
60,129,229.58
60,130,50.16
60,131,120.04
60,132,62.96
60,133,162.43
60,134,162.17
60,135,72.35
60,136,111.14
60,141,60.29
60,142,56.5
60,143,26.76
60,145,31.76
60,146,39.88
60,147,35.3
60,148,49.16
60,154,17.2
60,170,27.67
60,172,25.28
61,37,31.3
61,38,65.93
61,39,49.41
61,41,252.1
61,42,32.88
61,43,21.08
61,44,49.58
61,45,30.31
61,46,70.94
61,50,17.14
61,54,36.73
61,55,44.86
61,56,233.17
61,57,86.81
61,58,433.55
61,59,379.97
61,60,412.06
61,62,49.53
61,63,137.05
61,64,256.52
61,65,110.59
61,66,17.43
61,67,32.2
61,68,25.36
61,69,80.44
61,73,16.67
61,76,32.08
61,77,38.64
61,81,28.7
61,125,56.26
61,127,36.3
61,128,32.7
61,129,156.79
61,130,110.59
61,131,86.03
61,132,139.7
61,133,110.66
61,134,110.41
61,135,51.7
61,136,81.24
61,137,29.48
61,141,48.37
61,142,129.41
61,143,17.63
61,145,22.95
61,146,28.94
61,147,25.62
61,148,38.76
61,149,24.18
61,154,25.68
61,166,41.24
61,170,93.22
61,172,86.64
61,178,28.88
62,6,20.01
62,7,18.98
62,8,45.05
62,9,35.66
62,10,26.56
62,14,21.21
62,37,140.08
62,39,55.47
62,41,217.36
62,42,19.77
62,43,146.01
62,44,166.97
62,45,223.38
62,46,311.44
62,47,35.26
62,48,72.91
62,49,48.12
62,50,118.17
62,53,26.32
62,58,204.98
62,59,45.76
62,60,46.39
62,61,24.18
62,63,268.05
62,64,708.09
62,65,100.65
62,66,118.43
62,67,261.24
62,68,103.75
62,69,307.91
62,70,26.36
62,71,57.53
62,72,33.16
62,73,85.06
62,76,100.46
62,77,62.38
62,78,31.51
62,79,25.39
62,81,34.95
62,129,26.18
62,133,212.33
62,134,73.92
62,135,75.18
62,136,39.44
62,145,32.55
62,147,29.22
62,148,19.66
62,229,28.45
62,230,24.24
62,233,29.49
63,5,16.63
63,8,26.99
63,9,17.87
63,10,23.19
63,14,18.41
63,18,21.18
63,37,46.71
63,38,17.95
63,39,64.61
63,41,216.05
63,42,26.4
63,43,69.45
63,44,96.99
63,45,84.27
63,46,182.1
63,47,16.96
63,48,30.81
63,49,19.55
63,50,45.18
63,58,279.86
63,59,58.56
63,60,59.66
63,61,32.96
63,62,117.51
63,64,353.31
63,65,117.38
63,66,41.78
63,67,86.76
63,68,37.35
63,69,117.52
63,71,24.55
63,72,17.15
63,73,39.43
63,76,59.98
63,77,44.88
63,78,20.99
63,81,31.33
63,129,40.47
63,131,21.81
63,133,111
63,134,91.02
63,135,43.66
63,136,62.89
63,141,17.86
63,142,16.27
63,145,18.1
63,146,21.64
63,147,22.09
63,148,30.86
64,1,16.72
64,2,32.26
64,3,36.17
64,4,45.19
64,5,75.12
64,6,49.53
64,7,64.34
64,8,102.55
64,9,83.44
64,10,79.24
64,11,30.96
64,12,35.11
64,13,38.43
64,14,80.52
64,15,43.83
64,16,72.24
64,17,60.23
64,18,90.63
64,19,20.67
64,20,22.81
64,21,17.62
64,23,47.14
64,24,19.34
64,25,22.61
64,26,25.43
64,28,16.56
64,29,23.29
64,36,17.02
64,37,144.37
64,38,22.53
64,39,78.56
64,41,348.77
64,42,25.66
64,43,130.58
64,44,108.39
64,45,166.07
64,46,209.77
64,47,36.86
64,48,78.92
64,49,45.4
64,50,100.46
64,53,22.86
64,56,21.46
64,58,366.01
64,59,63.53
64,60,91.75
64,61,70
64,62,191.03
64,63,258.45
64,65,191.31
64,66,84.56
64,67,183.38
64,68,178.8
64,69,545.28
64,70,22.26
64,71,59.04
64,72,76.38
64,73,169.08
64,76,257.8
64,77,209.43
64,78,98.06
64,79,57.24
64,80,63.06
64,81,124.4
64,82,30.2
64,83,21.3
64,84,16.05
64,85,24.19
64,86,17.9
64,87,20.74
64,91,20.68
64,129,88.27
64,130,39.21
64,131,45.28
64,132,35.96
64,133,542.2
64,134,161.79
64,135,211.52
64,136,164.4
64,141,48.76
64,142,32.99
64,143,19.25
64,145,101.63
64,146,55.98
64,147,121.06
64,148,75.68
64,153,29.63
64,154,24.82
64,157,33.13
64,158,17.02
64,233,24.79
64,377,28
64,379,34
64,383,19
64,387,144
65,8,26.38
65,9,21.81
65,37,72.53
65,39,33.42
65,41,101.01
65,43,30.65
65,44,49.82
65,45,41.1
65,46,95.06
65,50,23.32
65,58,151.81
65,59,30.46
65,60,88.56
65,61,40.87
65,62,67.01
65,63,181.34
65,64,552.74
65,66,24.38
65,67,48.4
65,68,57.15
65,69,182.93
65,73,40.2
65,76,60.13
65,77,48.36
65,78,18.61
65,80,16.62
65,81,37.25
65,129,57.62
65,131,33.46
65,132,17.41
65,133,184.07
65,134,182.35
65,135,63.2
65,136,98.51
65,141,19.61
65,142,19.47
65,145,28.14
65,146,33.67
65,147,31.41
65,148,37.45
65,379,17
66,1,26.18
66,2,47.76
66,3,30.06
66,4,35.28
66,5,42.52
66,6,104.51
66,7,59.83
66,8,182.34
66,9,83.76
66,10,81.76
66,11,25.17
66,14,48.01
66,15,19.66
66,16,29.77
