O,D,value
76,20,16.19
76,21,14.16
76,22,6.8
76,23,32.93
76,24,15.91
76,25,13.02
76,26,20.73
76,27,9.29
76,28,13.95
76,29,16.49
76,30,6.11
76,33,8.02
76,34,5.08
76,35,9.08
76,36,10.03
76,37,311.3
76,39,17.25
76,41,112.37
76,42,7.96
76,43,45.98
76,44,23.13
76,45,71.87
76,46,53.51
76,47,21.3
76,48,53.78
76,49,33.36
76,50,68.08
76,52,5.43
76,53,14.81
76,58,92.55
76,59,12.24
76,60,15.4
76,61,9.83
76,62,49.87
76,63,79.7
76,64,404.17
76,65,30.91
76,66,80.71
76,67,105.49
76,68,184.88
76,69,302.05
76,70,14.95
76,71,45.4
76,72,71.56
76,73,164.4
76,74,11.61
76,75,6.68
76,77,309.21
76,78,183.6
76,79,111.02
76,80,103.47
76,81,145.19
76,82,26.58
76,83,23.65
76,84,31.42
76,85,19.83
76,86,14.18
76,87,13.05
76,88,6.74
76,91,6.54
76,98,6.51
76,129,19.2
76,130,6.61
76,131,8.77
76,132,5.83
76,133,180.13
76,134,35.4
76,135,119.91
76,136,55.01
76,141,10.37
76,142,4.89
76,145,46.32
76,146,18.03
76,147,71.78
76,148,30.8
76,149,4.59
76,153,7.56
76,154,7.21
76,157,14.41
76,158,7.68
76,159,6.29
76,205,5.04
76,210,7.13
76,232,7.81
76,233,12.13
76,356,24.04
76,379,15
76,383,5
76,387,35
77,1,14.08
77,2,24.52
77,3,23.2
77,4,31.69
77,5,49.26
77,6,53.68
77,7,53.34
77,8,119.74
77,9,174.64
77,10,130.38
77,11,92.15
77,12,42.54
77,13,59.95
77,14,72.76
77,15,44.42
77,16,70.93
77,17,52.26
77,18,69.02
77,19,13.4
77,20,31.29
77,21,16.19
77,22,7.7
77,23,31.82
77,24,15.45
77,25,18.93
77,26,20.52
77,27,7.72
77,28,11.02
77,29,12.04
77,30,7.77
77,31,7.25
77,32,4.53
77,34,5.2
77,36,11.08
77,37,294.09
77,39,12.57
77,41,72.56
77,43,24.31
77,44,14.8
77,45,43.82
77,46,29.93
77,47,14.95
77,48,39.18
77,49,19.9
77,50,44.08
77,53,10.43
77,58,62.34
77,59,6.62
77,60,23.02
77,61,12.58
77,62,26.16
77,63,48.48
77,64,304.65
77,65,30.69
77,66,55.9
77,67,70.53
77,68,123.96
77,69,220.57
77,70,11.51
77,71,29.55
77,72,45.14
77,73,97.16
77,74,6.36
77,75,4.53
77,76,381.6
77,78,450.9
77,79,94.92
77,80,276.69
77,81,522.8
77,82,96.07
77,83,93.61
77,84,77.07
77,85,62.9
77,86,38.42
77,87,58.89
77,88,11.1
77,89,7.86
77,90,6.18
77,91,13.72
77,93,6.97
77,97,5.57
77,98,6.53
77,123,5.05
77,129,47.08
77,130,19.22
77,131,45.02
77,132,26.66
77,133,292.61
77,134,90.64
77,135,418.29
77,136,247.17
77,138,4.53
77,141,36.37
77,142,26.07
77,143,16.06
77,145,201.48
77,146,97.51
77,147,259.69
77,148,126.4
77,149,8.03
77,153,26.7
77,154,22.32
77,155,5.61
77,157,56.45
77,158,28.54
77,159,19.9
77,160,5.43
77,161,5.6
77,189,5.62
77,210,7.12
77,232,4.71
77,233,8.9
77,356,18.12
77,357,9.03
77,359,14.01
77,377,22
77,379,20
77,380,12
77,383,22
77,387,94
78,1,14.95
78,2,34.37
78,3,31.89
78,4,56.04
78,5,85.42
78,6,78.72
78,7,86.98
78,8,184.64
78,9,388.3
78,10,249.89
78,11,193.75
78,12,81.37
78,13,107.43
78,14,116.68
78,15,64.9
78,16,107.4
78,17,93.47
78,18,70.82
78,19,14.32
78,20,38.74
78,21,16.15
78,22,5.76
78,23,34.8
78,24,21.06
78,25,21.89
78,26,22.78
78,27,9.61
78,28,13.48
78,29,13.29
78,30,7.14
78,35,5.38
78,36,6.15
78,37,171.02
78,41,24.5
78,43,14.58
78,44,7.37
78,45,18.37
78,46,13.77
78,47,10.98
78,48,20.04
78,49,14.63
78,50,21.13
78,52,5.81
78,53,12.9
78,58,20.8
78,60,6.88
78,62,13.07
78,63,21.88
78,64,128.83
78,65,11.09
78,66,36.5
78,67,38.5
78,68,92.41
78,69,136.19
78,70,13.46
78,71,34.52
78,72,57.51
78,73,136.94
78,74,8.82
78,75,6.56
78,76,242.54
78,77,504.88
78,79,199.55
78,80,541.75
78,81,268.18
78,82,172.94
78,83,57.7
78,84,160.25
78,85,124.77
78,86,55.09
78,87,32.55
78,88,11.26
78,89,5.47
78,90,7.03
78,91,10.33
78,93,6.82
78,129,13.78
78,130,4.48
78,131,13.16
78,132,7.46
78,133,116.1
78,134,33.65
78,135,170.35
78,136,89.66
78,141,11.56
78,142,8.24
78,143,5.25
78,145,86.71
78,146,35.45
78,147,126.66
78,148,59.56
78,153,8.64
78,154,9.39
78,157,24.37
78,158,12.09
78,159,6.76
78,377,11
78,378,7
78,379,6
78,383,41
79,1,22.77
79,2,38.87
79,3,30.91
79,4,42.1
79,5,59.47
79,6,94.9
79,7,64.8
79,8,225.7
79,9,302.26
79,10,178.93
79,11,55.28
79,12,23.2
79,13,24.81
79,14,78.05
79,15,31.41
79,16,43.98
79,17,48.88
79,18,32.06
79,19,4.6
79,20,8.58
79,23,13.49
79,24,5.33
79,25,4.6
79,26,8.86
79,28,7.19
79,29,6.12
79,37,208.35
79,41,17.26
79,43,11.02
79,45,19.63
79,46,11.03
79,47,13.42
79,48,15.15
79,49,18.65
79,50,20.67
79,52,7.84
79,53,17.71
79,58,13.06
79,62,13.61
79,63,16.16
79,64,100.37
79,65,9.64
79,66,38.01
79,67,37.76
79,68,103.82
79,69,123.39
79,70,22.16
79,71,45.09
79,72,76.69
79,73,175.48
79,74,12.55
79,75,7.16
79,76,222.66
79,77,144.24
79,78,255.84
79,80,132.5
79,81,58.47
79,82,34.58
79,83,11.76
79,84,40.17
79,85,27
79,86,9.13
79,87,5.67
79,133,41.5
79,134,8.29
79,135,41.72
79,136,16.4
79,145,14.27
79,146,4.71
79,147,23.73
79,148,9.49
80,1,17.89
80,2,23.77
80,3,23.65
80,4,38.2
80,5,78.51
80,6,61.28
80,7,65.9
80,8,146.5
80,9,319.09
80,10,214.16
80,11,392.31
80,12,142.71
80,13,244.41
80,14,129.13
80,15,121.98
80,16,292.08
80,17,163.1
80,18,171.06
80,19,33.85
80,20,92.26
80,21,46
80,22,21.32
80,23,70.75
80,24,44.12
80,25,57.72
80,26,47.66
80,27,14.64
80,28,28.86
80,29,23.11
80,30,11.07
80,31,6.58
80,32,4.81
80,34,8.32
80,35,5.34
80,36,4.54
80,37,138.79
80,41,17.54
80,43,9.34
80,44,4.61
80,45,11.41
80,46,8.01
80,47,7.67
80,48,7.84
80,49,9.01
80,50,14.81
80,52,5.72
80,53,10.85
80,58,15
80,60,11.14
80,61,5.97
80,62,6.37
80,63,13.09
80,64,70.91
80,65,14.47
80,66,21.45
80,67,21.83
80,68,62.4
80,69,84.21
80,70,11.93
80,71,23.9
80,72,42.31
80,73,91.29
80,74,6.35
80,75,4.7
80,76,193.98
80,77,456.51
80,78,856.34
80,79,160.03
80,81,754.52
80,82,550.54
80,83,163.45
80,84,485.5
80,85,425.72
80,86,187.15
80,87,118.49
80,88,32.8
80,89,16.33
80,90,28.98
80,91,28.93
80,93,14.57
80,97,6.36
80,98,14.09
80,100,5.18
80,129,16.31
80,130,4.73
80,131,17.87
80,132,13.21
80,133,94.09
80,134,46
80,135,174.97
80,136,123.55
80,141,28.32
80,142,25.62
80,143,17.1
80,144,4.85
80,145,243.23
80,146,101.12
80,147,409.79
80,148,183.38
80,149,11.56
80,153,28.06
80,154,25.61
80,155,6.9
80,157,69.97
80,158,32.63
80,159,26.91
80,160,7.43
80,161,5.25
80,379,8
80,385,6
80,387,13
81,1,6.96
81,2,13.59
81,3,17.69
81,4,16.95
81,5,39.14
81,6,28.41
81,7,32.74
81,8,62.79
81,9,112.28
81,10,91.31
81,11,134.71
81,12,57.83
81,13,101.65
81,14,55.48
81,15,49.25
81,16,129.1
81,17,62.49
81,18,90.45
81,19,16.99
81,20,44.15
81,21,21.95
81,22,8.23
81,23,46
81,24,20.98
81,25,32.31
81,26,30.79
81,27,5.79
81,28,17.04
81,29,17.58
81,30,7.92
81,32,5.32
81,35,11.43
81,36,7.2
81,37,143.33
81,39,7.58
81,41,42.59
81,43,13.11
81,44,7.59
81,45,17.62
81,46,13.76
81,47,6.29
81,48,23.05
81,49,11.68
81,50,23.18
81,53,4.5
81,58,40.39
81,59,5.63
81,60,23.07
81,61,6.6
81,62,14.87
81,63,29.53
81,64,149.01
81,65,25.76
81,66,27.81
81,67,32.03
81,68,61.04
81,69,115.19
81,71,13.91
81,72,24.77
81,73,44.95
81,76,206.99
81,77,670.13
81,78,300.75
81,79,55.89
81,80,580.51
81,82,206.97
81,83,205.27
81,84,162.98
81,85,154.61
81,86,93.49
81,87,142.1
81,88,21.72
81,89,19.13
81,90,10.94
81,91,16.29
81,93,19.9
81,97,5.91
81,98,14.82
81,100,5.32
81,113,7.53
81,129,37.16
81,130,14.23
81,131,43.12
81,132,23.72
81,133,172.52
81,134,78.87
81,135,271.54
81,136,228.72
81,137,4.93
81,138,5.16
81,141,58.12
81,142,45.84
81,143,33.1
81,144,8.13
81,145,364.17
81,146,168.07
81,147,550.14
81,148,268.24
81,149,20.06
81,153,53.7
81,154,41.77
81,155,13.52
81,156,4.89
81,157,115.53
81,158,64.8
81,159,46.21
81,160,13.56
81,161,12.48
81,188,5.15
81,210,6.11
81,232,4.47
81,233,6.47
81,357,19.08
81,358,8.01
81,377,14
81,379,36
81,380,8
81,387,64
82,1,5.39
82,2,9.32
82,3,12.83
82,4,15.75
82,5,41.02
82,6,18.25
82,7,21.8
82,8,40.75
82,9,93.68
82,10,75.54
82,11,129.52
82,12,59.41
82,13,136.69
82,14,50.14
82,15,49.93
82,16,164.81
82,17,79.51
82,18,97.02
82,19,19.98
82,20,84.69
82,21,29.19
82,22,14.05
82,23,62.7
82,24,48.96
82,25,77.76
82,26,73.41
82,27,14.44
82,28,17.41
82,29,17.37
82,30,12.64
82,31,6.05
82,32,6.52
82,35,4.89
82,37,37.33
82,41,8.78
82,48,4.88
82,58,5.57
82,63,4.6
82,64,28.74
82,65,4.69
82,66,5.69
82,67,7.26
82,68,17.75
82,69,21.2
82,71,7.35
82,72,12.5
82,73,26.6
82,76,59.08
82,77,142.29
82,78,247.75
82,79,45.66
82,80,505.68
82,81,249.49
82,83,205.67
82,84,147.87
82,85,496.51
82,86,251.75
82,87,159.78
82,88,68.94
82,89,24.17
82,90,40.75
82,91,60.3
82,93,26.9
82,95,6.23
82,97,11.46
82,98,18.84
82,100,5.43
82,129,7.6
82,131,6.42
82,133,36.96
82,134,13.22
82,135,66.43
82,136,43.8
82,141,12.28
82,142,8.61
82,143,13.54
82,145,94.94
82,146,34.52
82,147,326.5
82,148,132.65
82,149,8.84
82,153,16.84
82,154,13.99
82,157,81.86
82,158,30.4
82,159,39.54
82,160,12.54
82,161,11.3
82,359,6.05
82,379,5
82,387,9
83,4,8.4
83,5,13.32
83,6,8.18
83,7,8.36
83,8,16.18
83,9,35.75
83,10,26.45
83,11,48.17
83,12,22.07
83,13,51.46
83,14,17.47
83,15,19
83,16,54.39
83,17,32.09
83,18,38.96
83,19,7.87
83,20,30.15
83,21,7.28
83,23,21.24
83,24,17.36
83,25,28.33
83,26,23.95
83,27,5.09
83,28,5.27
83,30,5.66
83,37,47.38
83,41,6.28
83,45,4.67
83,50,7.79
83,58,8.72
83,63,8.78
83,64,36.24
83,65,6.77
83,66,7.41
83,67,7.88
83,68,17.63
83,69,32
83,72,7.98
83,73,10.26
83,76,50.93
83,77,185.03
83,78,95.44
83,79,16.61
83,80,195.66
83,81,325.62
83,82,264.02
83,84,53.35
83,85,175.65
83,86,97.1
83,87,201.88
83,88,31.27
83,89,29.13
83,90,15.43
83,91,27.72
83,93,22.88
83,95,5.22
83,97,8.46
83,98,18.82
83,129,12.45
83,131,12.96
83,132,5.85
83,133,54.51
83,134,23.44
83,135,91.29
83,136,65.9
83,141,17.21
83,142,16.14
83,143,26.2
83,144,6.41
83,145,135.49
83,146,62.06
83,147,484.25
83,148,203.59
83,149,10.89
83,153,30.59
83,154,26.35
83,155,8.76
83,157,106.22
83,158,47.95
83,159,43.97
83,160,14.23
83,161,11.84
83,356,4.55
83,387,15
84,1,8.7
84,2,16.45
84,3,29.31
84,4,44.62
84,5,98.83
84,6,37.04
84,7,80.41
84,8,58.66
84,9,110.9
84,10,258.06
84,11,501.62
84,12,174.74
84,13,268.21
84,14,155.19
84,15,136.48
84,16,325.3
84,17,203.45
84,18,173.76
84,19,32.6
84,20,98.48
84,21,46.3
84,22,24.67
84,23,71.27
84,24,48.45
84,25,61.71
84,26,48.08
84,27,15.05
84,28,27.85
84,29,22.15
84,30,9.01
84,31,5.97
84,32,6.63
84,35,4.68
84,36,5.68
84,37,47.18
84,47,4.52
84,53,5.93
84,64,23.59
84,66,8.93
84,67,5.38
84,68,20.11
84,69,26.47
84,70,6.39
84,71,10.08
84,72,22.65
84,73,36.57
84,76,65.8
84,77,155.49
84,78,302.78
84,79,61.6
84,80,614.38
84,81,267.09
84,82,199.76
84,83,57.35
84,85,470.95
84,86,56.18
84,87,29.62
84,88,10.97
84,89,5.76
84,90,31.99
84,91,27.22
84,93,7.24
84,98,9.95
84,129,5.86
84,131,6.73
84,133,24.08
84,134,16.92
84,135,47.74
84,136,33.44
84,141,8.93
84,142,7.33
84,143,5.13
84,145,73.26
84,146,26.49
84,147,112.88
84,148,48.97
84,149,4.57
84,153,7.82
84,154,7.31
84,157,16.95
84,158,11.36
84,159,7.52
84,379,7
84,381,8
84,382,16
85,1,16.68
85,2,26.47
85,3,60.91
85,4,70.64
85,5,193.29
85,6,48.94
85,7,106.78
85,8,68.09
85,9,100.12
85,10,344.56
85,11,681.8
85,12,300.98
85,13,858.39
85,14,249.09
85,15,240.69
85,16,836.73
85,17,419.93
85,18,430.2
85,19,95.17
85,20,516.12
85,21,157.57
85,22,63.2
85,23,295.22
85,24,250.07
85,25,425.08
85,26,343.21
85,27,71.78
85,28,93.21
85,29,77.61
85,30,57.53
85,31,22.01
85,32,19.57
85,33,8.51
85,34,16.24
85,35,18.07
85,36,18.57
85,37,39.49
85,41,12.73
85,43,6.52
85,46,4.62
85,47,5.38
85,48,5
85,49,5.35
85,53,6.28
85,58,12.49
85,63,4.52
85,64,33.92
85,66,8.1
85,67,10.51
85,68,22.3
85,69,25.14
85,70,8.23
85,71,14.5
85,72,33.03
85,73,52.34
85,74,7.21
85,75,4.63
85,76,58.99
85,77,140.24
85,78,251.43
85,79,48.84
85,80,557.46
85,81,262.36
85,82,713.02
85,83,199.54
85,84,531.16
85,86,340.81
85,87,201.37
85,88,112.71
85,89,41.59
85,90,256.43
85,91,267.68
85,92,5.31
85,93,45.33
85,95,12.15
85,97,40.87
85,98,80.84
85,99,10.02
85,100,17.6
85,102,4.5
85,106,4.66
85,107,4.58
85,111,5.12
85,129,7.45
85,131,6.25
85,132,4.56
85,133,31.71
85,134,11.83
85,135,48.01
85,136,36.87
85,141,11.78
85,142,9.21
85,143,11.84
85,145,73.12
85,146,29.06
85,147,256.3
85,148,101.76
85,149,6.55
85,153,14.07
85,154,16.39
85,155,6.2
85,157,81.61
85,158,29.75
85,159,70.16
85,160,17.06
85,161,20.56
85,267,7.26
85,356,11.33
85,379,9
85,387,36
86,3,10.73
86,4,8.97
86,5,32.11
86,6,10.51
86,7,15.21
86,8,19.02
86,9,40.85
86,10,35.38
86,11,58.58
86,12,33.81
86,13,83.41
86,14,28.6
86,15,24.07
86,16,100.26
86,17,52.49
86,18,70.5
86,19,24.17
86,20,83.03
86,21,36.08
86,22,23.95
86,23,102.08
86,24,79.75
86,25,149.03
86,26,124.31
86,27,28.33
86,28,36.14
86,29,31.77
86,30,29.39
86,31,7.5
86,32,13.53
86,33,5.12
86,34,8.05
86,35,4.95
86,36,9.84
86,37,15.51
86,41,7.89
86,45,4.99
86,48,4.93
86,58,6.28
86,61,4.47
86,63,5.29
86,64,25.83
86,67,6.86
86,68,8.3
86,69,12.04
86,72,11.95
86,73,14.97
86,76,30.74
86,77,67.33
86,78,105.06
86,79,18.65
86,80,222.58
86,81,112.14
86,82,311.92
86,83,104.25
86,84,65.55
86,85,296.46
86,87,277.47
86,88,140.89
86,89,53.7
86,90,83.26
86,91,152.74
86,92,7.44
86,93,83.49
86,94,7.78
86,95,20.47
86,97,33.38
86,98,75.97
86,99,8.68
86,100,24.73
86,102,10.63
86,103,8.59
86,104,6.11
86,106,4.77
86,109,4.54
86,113,6.2
86,133,19.42
86,134,7.07
86,135,32.1
86,136,22.32
86,141,7.11
86,142,5.29
86,143,7.82
86,145,43.79
86,146,20.19
86,147,182.63
86,148,68.07
86,149,6.77
86,153,28.1
86,154,19.17
86,155,8.36
86,157,149.48
86,158,64.11
86,159,94.68
86,160,28.54
86,161,33.03
86,267,11.45
86,356,24.2
86,357,9.33
86,377,27
86,379,18
86,380,8
86,381,68
86,382,120
86,383,6
86,387,77
87,3,6.67
87,4,4.85
87,5,18.39
87,6,9.35
87,7,10.45
87,8,15.09
87,9,25.85
87,10,21.31
87,11,42.36
87,12,20.47
87,13,57.1
87,14,19.46
87,15,19.08
87,16,67.72
87,17,33.26
87,18,43.12
87,19,13.85
87,20,58.98
87,21,25.09
87,22,17.27
87,23,64.72
87,24,56.2
87,25,104.5
87,26,88.36
87,27,18.69
87,28,22.55
87,29,20.43
87,30,22.85
87,31,4.49
87,32,12.52
87,34,6.52
87,36,6.45
87,37,39.94
87,41,7.76
87,45,5.09
87,50,5.88
87,58,5.98
87,60,4.56
87,63,6.03
87,64,33.27
87,65,5.71
87,66,5.4
87,67,9.8
87,68,15.17
87,69,27.91
87,72,6.35
87,73,10.65
87,76,43.11
87,77,150.86
87,78,75.01
87,79,11.22
87,80,156.52
87,81,268.89
87,82,223.82
87,83,273.15
87,84,41.82
87,85,201.11
87,86,320.23
87,88,129.82
87,89,106.54
87,90,60.6
87,91,111.04
87,92,16.31
87,93,104.44
87,94,11.78
87,95,30.75
87,96,8.59
87,97,35.21
87,98,91.65
87,99,10.05
87,100,27.75
87,102,10.96
87,103,13.32
87,104,4.63
87,106,5.05
87,107,6.25
87,113,5.79
87,129,9.12
87,131,9.4
87,133,43.45
87,134,20.92
87,135,76.6
87,136,58.58
87,141,17.82
87,142,12.23
87,143,20.12
87,144,4.98
87,145,118
87,146,50.98
87,147,432.12
87,148,185.71
87,149,16.74
87,153,68.27
87,154,53.01
87,155,19
87,156,12.76
87,157,365.94
87,158,159.71
87,159,163
87,160,54.42
87,161,52.23
87,267,19.98
87,268,4.6
87,269,11.03
87,358,6.08
87,379,7
87,387,7
88,3,7.54
88,4,5.17
88,5,16.93
88,7,6.38
88,8,7.91
88,9,11.89
88,10,16.62
88,11,31.32
88,12,16.23
88,13,43.23
88,14,15.95
88,15,19.17
88,16,58.65
88,17,31.12
88,18,41.1
88,19,15.45
88,20,53.85
88,21,20.35
88,22,15.15
88,23,88.77
88,24,79.36
88,25,195.29
88,26,161.64
88,27,33.88
88,28,30.71
88,29,38.6
88,30,63.47
88,31,24.03
88,32,32.37
88,33,9.95
88,34,15.01
88,35,8.74
88,36,9.72
88,37,11.05
88,41,6.77
88,64,14.89
88,68,4.65
88,69,8.07
88,73,6.52
88,76,13.16
88,77,37.61
88,78,26.73
88,80,59.37
88,81,65.61
88,82,94.09
88,83,60.12
88,84,21.97
88,85,142.53
88,86,144.28
88,87,162.82
88,89,90.9
88,90,44.94
88,91,325.05
88,92,15.78
88,93,222.95
88,94,12.18
88,95,64.58
88,96,7.85
88,97,102.23
88,98,220
88,99,36.61
88,100,64.88
88,101,11.24
88,102,37.39
88,103,22.71
88,104,14.3
88,106,17.81
88,107,23.44
88,108,5.83
88,109,12.77
88,111,12.22
88,112,5.6
88,113,11.71
88,133,12.98
88,134,5.24
88,135,21.33
88,136,16.34
88,141,4.55
88,142,4.84
88,143,7.13
88,145,34.4
88,146,11.51
88,147,121.68
88,148,50.44
88,153,24.05
88,154,16.9
88,155,13.78
88,156,9.03
88,157,105.62
88,158,42.86
88,159,137.65
88,160,42.37
88,161,35.45
88,267,12.64
88,269,6.28
88,288,4.91
88,356,33.28
88,379,14
88,380,9
88,387,129
89,5,6.51
89,9,4.6
89,10,7.79
89,11,13.63
89,12,5.1
89,13,20.57
89,14,4.96
89,15,6.63
89,16,28.03
89,17,15.17
89,18,15.15
89,19,5.81
89,20,25.64
89,21,8.25
89,22,6.46
89,23,25.61
89,24,23.84
89,25,47.03
89,26,36.35
89,27,9.07
89,28,8.55
89,29,8.3
89,30,15.31
89,31,5
89,32,9.14
89,37,10.37
89,64,8.53
89,69,7.69
89,76,9.78
89,77,27.98
89,78,14.29
89,80,30.1
89,81,55.62
89,82,41.84
89,83,55.8
89,84,13.47
89,85,66.63
89,86,69.49
89,87,146.24
89,88,93.63
89,90,21.68
89,91,79.6
89,92,10.16
89,93,65.62
89,94,7.8
89,95,19.82
89,96,4.97
89,97,26.17
89,98,61.77
89,99,10.04
89,100,17.57
89,102,9.98
89,103,13.4
89,107,5.94
89,113,4.85
89,133,8.43
89,134,6.91
89,135,19.26
89,136,14.58
89,143,5.75
89,145,31.72
89,146,11.87
89,147,110.56
89,148,44.9
89,149,5.73
89,153,19.95
89,154,17.05
89,155,13.06
89,156,9.6
89,157,95.31
89,158,39.84
89,159,122.67
89,160,35.14
89,161,29.82
89,267,14.99
89,269,7.02
89,356,19.55
89,368,6
89,379,5
89,381,22
89,382,31
89,387,79
90,3,6.37
90,4,4.66
90,5,17.36
90,7,10.27
90,8,5.43
90,9,7.45
90,10,26.04
90,11,57.56
90,12,24.04
90,13,72.28
90,14,22.1
90,15,19.48
90,16,75.27
90,17,42.06
90,18,42.55
90,19,12.57
90,20,76.34
90,21,27.69
90,22,17.17
90,23,73.33
90,24,69.12
90,25,139.67
90,26,104.91
90,27,21.77
90,28,23.9
90,29,16.53
90,30,17.24
90,31,7.18
90,32,5.65
90,77,11.12
90,78,22.87
90,79,4.66
90,80,44.19
90,81,21.49
90,82,67.54
90,83,19.21
90,84,43.88
90,85,261
90,86,96.52
90,87,52.62
90,88,34.72
90,89,15.72
90,91,84.04
90,93,15.1
90,97,15.78
90,98,29.44
90,100,5.4
90,135,5.69
90,145,7.43
90,147,30.01
90,148,11.23
90,153,4.99
90,157,27.47
90,158,8.9
90,159,21.8
90,160,6.02
90,161,6.83
90,377,8
90,381,13
90,382,16
90,387,22
91,1,7.99
91,2,7.18
91,3,10.76
91,4,17.1
91,5,44.74
91,6,7.67
91,7,16.39
91,8,10.89
91,9,11.53
91,10,38.97
91,11,64.88
91,12,35.34
91,13,96.05
91,14,36.03
91,15,39.18
91,16,132.21
91,17,72.46
91,18,95.66
91,19,35.74
91,20,108.4
91,21,46.86
91,22,37.1
91,23,198.37
91,24,158.03
91,25,390.62
91,26,552.98
91,27,128.79
91,28,105.65
91,29,144.4
91,30,218.71
91,31,82.61
91,32,95.91
91,33,22.16
91,34,48.95
91,35,37.32
91,36,40.1
91,37,6.62
91,41,9.46
91,48,4.48
91,58,5.66
91,63,7.67
91,64,25.53
91,67,4.96
91,68,6.19
91,69,10.64
91,72,8.91
91,73,14.93
91,76,23.69
91,77,30.95
91,78,27.42
91,80,55.98
91,81,52.13
91,82,86.1
91,83,41.43
91,84,43.88
91,85,290.48
91,86,145.69
91,87,125.79
91,88,291.52
91,89,64.68
91,90,85.55
91,92,8.51
91,93,186.44
91,94,10.54
91,95,57.49
91,96,7.53
91,97,279.44
91,98,488.24
91,99,69.5
91,100,132.87
91,101,21.75
91,102,28.67
91,103,19.26
91,104,15.15
91,106,34.45
91,107,40.16
91,108,10.6
91,109,20.66
91,110,7.98
91,111,16.71
91,113,19.13
91,115,4.82
91,121,4.8
91,123,6.05
91,129,5.18
91,133,11.38
91,134,5.14
91,135,17.38
91,136,15.4
91,141,5.13
91,142,4.7
91,143,4.67
91,145,20.42
91,146,11.3
91,147,78.74
91,148,36.84
91,153,16.82
91,154,12.33
91,155,9.06
91,157,74.91
91,158,26.69
91,159,97.1
91,160,29.8
91,161,30.85
91,210,5.01
91,267,9.38
91,269,4.57
91,287,5.98
91,356,18.48
91,357,4.5
91,360,9.13
91,377,7
91,379,8
91,380,7
91,381,13
91,382,15
91,383,7
91,387,114
92,13,6.39
92,16,7.65
92,20,5.82
92,23,7.33
92,24,6.44
92,25,16.44
92,26,12.26
92,30,6.73
92,32,6.41
92,77,7.15
92,78,4.47
92,80,8.36
92,81,13.06
92,82,11.38
92,83,15.32
92,85,16.24
92,86,18.07
92,87,38.98
92,88,30.3
92,89,22.15
92,90,5.83
92,91,25.4
92,93,60.77
92,94,8.98
92,95,43.75
92,96,15.68
92,97,18.45
92,98,43.37
92,99,15.19
92,100,28.44
92,101,4.99
92,102,25.79
92,103,32.47
92,104,10.71
92,105,10.31
92,106,6.16
92,107,10.23
92,109,6.71
92,111,4.98
92,135,7.31
92,136,9.81
92,141,4.63
92,142,5.7
92,143,9.04
92,145,9.98
92,146,7.86
92,147,56.2
92,148,49.12
92,149,8.07
92,153,30.65
92,154,21.51
92,155,18.39
92,156,11.38
92,157,58.49
92,158,42.66
92,159,85.71
92,160,56.61
92,161,83.56
92,267,30.27
92,268,11.37
92,269,40.81
92,270,12.63
92,273,6.68
92,275,23.88
92,277,14.6
92,278,8.29
92,279,26.63
92,280,11.41
92,287,22.14
92,288,17.08
92,291,5.46
92,292,5.96
92,320,5.79
92,356,21.72
92,360,8.05
92,387,58
93,3,4.67
93,4,5.42
93,5,9.86
93,7,6.21
93,8,4.81
93,9,6.83
93,10,9.62
93,11,18.6
93,12,10.71
93,13,30.48
93,14,12.21
93,15,9.01
93,16,43
93,17,21.51
93,18,25.18
93,19,10.88
93,20,35.78
93,21,13.41
93,22,10.31
93,23,59.15
93,24,49.19
93,25,134.16
93,26,109.62
93,27,25.97
93,28,19.27
93,29,42.09
93,30,52.58
93,31,28.17
93,32,57.81
93,33,18.31
93,34,23.95
93,35,12.65
93,36,11.99
93,37,10.08
93,41,4.7
93,64,13.37
93,69,9.53
93,73,5.18
93,76,11.61
93,77,32.25
93,78,18.56
93,80,40.04
93,81,54.3
93,82,57.63
93,83,55.32
93,84,14.44
93,85,90.75
93,86,92.74
93,87,145.42
93,88,260.1
93,89,70.79
93,90,30.84
93,91,215.57
93,92,32.04
93,94,23.18
93,95,141.18
93,96,15.12
93,97,180.8
93,98,361.45
93,99,64.76
93,100,110.65
93,101,22.74
93,102,76.26
93,103,40.03
93,104,31.46
93,105,9.88
93,106,31.68
93,107,44.28
93,108,17.21
93,109,29.73
93,110,9.11
93,111,22.7
93,112,10.76
93,113,26.26
93,115,8.08
93,116,6.58
93,118,7.34
93,121,11.27
93,123,5.61
93,133,12.19
93,134,6.77
93,135,19.79
93,136,13.25
93,143,5.72
93,145,28.98
93,146,11.58
93,147,109.85
93,148,45.77
93,153,18.9
93,154,13.7
93,155,12.07
93,156,7.41
93,157,92.94
93,158,39.95
93,159,105.45
93,160,34.99
93,161,33.12
93,267,11.7
93,269,10.74
93,275,6.09
93,279,7.05
93,280,4.59
93,287,4.61
93,356,20.93
93,357,14.73
93,377,8
94,23,5.09
94,25,10
94,26,6.56
94,30,5.34
94,80,4.94
94,81,6.88
94,82,5.56
94,83,8.66
94,85,8.7
94,86,11.07
94,87,20.8
94,88,20.08
94,89,11.74
94,91,16.47
94,92,7.15
94,93,36.1
94,95,10.7
94,97,11.17
94,98,26.95
94,100,9.23
94,102,4.97
94,103,6.96
94,147,15.12
94,148,5.87
94,157,14.27
94,158,4.65
94,159,17.09
94,160,5.15
94,161,6.29
94,356,5.74
95,5,4.62
95,11,7.42
