name,road_link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_theta1,VDF_gamma1,VDF_mu1,RUC_rho1,RUC_resource1,RUC_type
,650,457,831,freeway,1,0.682,1,1000,60,1,0,0.682,1000,0.15,4,1,1,100,10,0,1
,651,458,457,freeway,1,1.58248,1,3500,60,1,0,1.58248,3500,0.15,4,1,1,100,10,0,1
,652,458,459,freeway,1,1.3708,1,5000,60,1,0,1.3708,5000,0.15,4,1,1,100,10,0,1
,653,458,467,freeway,1,5.6173,1,3500,60,1,0,5.6173,3500,0.15,4,1,1,100,10,0,1
,654,458,468,freeway,1,3.08879,1,3500,60,1,0,3.08879,3500,0.15,4,1,1,100,10,0,1
,655,459,458,freeway,1,1.3708,1,5000,60,1,0,1.3708,5000,0.15,4,1,1,100,10,0,1
,656,459,460,freeway,1,5.04681,1,3500,60,1,0,5.04681,3500,0.15,4,1,1,100,10,0,1
,657,459,832,freeway,1,1.27372,1,2000,60,1,0,1.27372,2000,0.15,4,1,1,100,10,0,1
,658,459,845,freeway,1,3.63808,1,2000,60,1,0,3.63808,2000,0.15,4,1,1,100,10,0,1
,659,460,459,freeway,1,5.04681,1,3500,60,1,0,5.04681,3500,0.15,4,1,1,100,10,0,1
,660,460,461,freeway,1,6.78445,1,3500,60,1,0,6.78445,3500,0.15,4,1,1,100,10,0,1
,661,460,872,freeway,1,4.80508,1,3500,60,1,0,4.80508,3500,0.15,4,1,1,100,10,0,1
,662,460,875,freeway,1,1.09969,1,3500,60,1,0,1.09969,3500,0.15,4,1,1,100,10,0,1
,663,461,460,freeway,1,6.78445,1,3500,60,1,0,6.78445,3500,0.15,4,1,1,100,10,0,1
,664,461,462,freeway,1,5.79725,1,3500,60,1,0,5.79725,3500,0.15,4,1,1,100,10,0,1
,665,461,874,freeway,1,2.42854,1,2000,60,1,0,2.42854,2000,0.15,4,1,1,100,10,0,1
,666,461,877,freeway,1,3.93675,1,2000,60,1,0,3.93675,2000,0.15,4,1,1,100,10,0,1
,667,462,461,freeway,1,5.79725,1,3500,60,1,0,5.79725,3500,0.15,4,1,1,100,10,0,1
,668,462,873,freeway,1,3.26108,1,1500,60,1,0,3.26108,1500,0.15,4,1,1,100,10,0,1
,669,462,876,freeway,1,2.74025,1,1500,60,1,0,2.74025,1500,0.15,4,1,1,100,10,0,1
,670,462,927,freeway,1,7.7268,1,3500,60,1,0,7.7268,3500,0.15,4,1,1,100,10,0,1
,671,463,464,freeway,1,4.16322,1,3500,60,1,0,4.16322,3500,0.15,4,1,1,100,10,0,1
,672,463,928,freeway,1,16.654,1,3500,60,1,0,16.654,3500,0.15,4,1,1,100,10,0,1
,673,464,463,freeway,1,4.16322,1,3500,60,1,0,4.16322,3500,0.15,4,1,1,100,10,0,1
,674,464,465,freeway,1,7.80824,1,3500,60,1,0,7.80824,3500,0.15,4,1,1,100,10,0,1
,675,464,883,freeway,1,2.78804,1,2000,60,1,0,2.78804,2000,0.15,4,1,1,100,10,0,1
,676,464,884,freeway,1,3.36165,1,2000,60,1,0,3.36165,2000,0.15,4,1,1,100,10,0,1
,677,465,464,freeway,1,7.80824,1,3500,60,1,0,7.80824,3500,0.15,4,1,1,100,10,0,1
,678,465,466,freeway,1,6.00285,1,3500,60,1,0,6.00285,3500,0.15,4,1,1,100,10,0,1
,679,465,862,freeway,1,4.47426,1,3500,60,1,0,4.47426,3500,0.15,4,1,1,100,10,0,1
,680,465,881,freeway,1,1.54319,1,3500,60,1,0,1.54319,3500,0.15,4,1,1,100,10,0,1
,681,466,465,freeway,1,6.00285,1,3500,60,1,0,6.00285,3500,0.15,4,1,1,100,10,0,1
,682,466,467,freeway,1,5.7353,1,3500,60,1,0,5.7353,3500,0.15,4,1,1,100,10,0,1
,683,466,855,freeway,1,2.10339,1,5000,60,1,0,2.10339,5000,0.15,4,1,1,100,10,0,1
,684,466,862,freeway,1,3.97203,1,5000,60,1,0,3.97203,5000,0.15,4,1,1,100,10,0,1
,685,467,458,freeway,1,5.6173,1,3500,60,1,0,5.6173,3500,0.15,4,1,1,100,10,0,1
,686,467,466,freeway,1,5.7353,1,3500,60,1,0,5.7353,3500,0.15,4,1,1,100,10,0,1
,687,467,845,freeway,1,2.20446,1,2500,60,1,0,2.20446,2500,0.15,4,1,1,100,10,0,1
,688,467,855,freeway,1,3.79232,1,2500,60,1,0,3.79232,2500,0.15,4,1,1,100,10,0,1
,689,468,458,freeway,1,3.08879,1,3500,60,1,0,3.08879,3500,0.15,4,1,1,100,10,0,1
,690,468,469,freeway,1,3.18429,1,3500,60,1,0,3.18429,3500,0.15,4,1,1,100,10,0,1
,691,468,829,freeway,1,1.66609,1,2500,60,1,0,1.66609,2500,0.15,4,1,1,100,10,0,1
,692,468,830,freeway,1,1.50659,1,2500,60,1,0,1.50659,2500,0.15,4,1,1,100,10,0,1
,693,469,468,freeway,1,3.18429,1,3500,60,1,0,3.18429,3500,0.15,4,1,1,100,10,0,1
,694,469,470,freeway,1,2.94384,1,3500,60,1,0,2.94384,3500,0.15,4,1,1,100,10,0,1
,695,469,819,freeway,1,0.65982,1,3000,60,1,0,0.65982,3000,0.15,4,1,1,100,10,0,1
,696,469,824,freeway,1,3.54115,1,3000,60,1,0,3.54115,3000,0.15,4,1,1,100,10,0,1
,697,470,469,freeway,1,2.94384,1,3500,60,1,0,2.94384,3500,0.15,4,1,1,100,10,0,1
,698,470,471,freeway,1,4.14441,1,3500,60,1,0,4.14441,3500,0.15,4,1,1,100,10,0,1
,699,470,817,freeway,1,0.61304,1,1000,60,1,0,0.61304,1000,0.15,4,1,1,100,10,0,1
,700,470,822,freeway,1,3.19596,1,1000,60,1,0,3.19596,1000,0.15,4,1,1,100,10,0,1
,701,471,470,freeway,1,4.14441,1,3500,60,1,0,4.14441,3500,0.15,4,1,1,100,10,0,1
,702,471,472,freeway,1,3.17259,1,3500,60,1,0,3.17259,3500,0.15,4,1,1,100,10,0,1
,703,471,815,freeway,1,3.24219,1,3000,60,1,0,3.24219,3000,0.15,4,1,1,100,10,0,1
,704,471,816,freeway,1,0.65699,1,3000,60,1,0,0.65699,3000,0.15,4,1,1,100,10,0,1
,705,472,471,freeway,1,3.17259,1,3500,60,1,0,3.17259,3500,0.15,4,1,1,100,10,0,1
,706,472,473,freeway,1,1.5552,1,5000,60,1,0,1.5552,5000,0.15,4,1,1,100,10,0,1
,707,472,813,freeway,1,1.87122,1,3000,60,1,0,1.87122,3000,0.15,4,1,1,100,10,0,1
,708,472,815,freeway,1,1.4461,1,3000,60,1,0,1.4461,3000,0.15,4,1,1,100,10,0,1
,709,473,472,freeway,1,1.5552,1,5000,60,1,0,1.5552,5000,0.15,4,1,1,100,10,0,1
,710,473,474,freeway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,711,473,475,freeway,1,2.92355,1,5000,60,1,0,2.92355,5000,0.15,4,1,1,100,10,0,1
,712,473,707,freeway,1,3.85219,1,1000,60,1,0,3.85219,1000,0.15,4,1,1,100,10,0,1
,713,473,813,freeway,1,0.7446,1,1000,60,1,0,0.7446,1000,0.15,4,1,1,100,10,0,1
,714,474,473,freeway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,715,474,538,freeway,1,2.99149,1,5000,60,1,0,2.99149,5000,0.15,4,1,1,100,10,0,1
,716,474,701,freeway,1,0.82067,1,3500,60,1,0,0.82067,3500,0.15,4,1,1,100,10,0,1
,717,474,706,freeway,1,2.41317,1,3500,60,1,0,2.41317,3500,0.15,4,1,1,100,10,0,1
,718,475,473,freeway,1,2.92355,1,5000,60,1,0,2.92355,5000,0.15,4,1,1,100,10,0,1
,719,475,476,freeway,1,1.52866,1,5000,60,1,0,1.52866,5000,0.15,4,1,1,100,10,0,1
,720,475,706,freeway,1,2.51953,1,3500,60,1,0,2.51953,3500,0.15,4,1,1,100,10,0,1
,721,475,707,freeway,1,1.17811,1,3500,60,1,0,1.17811,3500,0.15,4,1,1,100,10,0,1
,722,476,475,freeway,1,1.52866,1,5000,60,1,0,1.52866,5000,0.15,4,1,1,100,10,0,1
,723,476,477,freeway,1,3.38371,1,5000,60,1,0,3.38371,5000,0.15,4,1,1,100,10,0,1
,724,476,705,freeway,1,2.28404,1,3500,60,1,0,2.28404,3500,0.15,4,1,1,100,10,0,1
,725,476,707,freeway,1,1.18441,1,3500,60,1,0,1.18441,3500,0.15,4,1,1,100,10,0,1
,726,477,476,freeway,1,3.38371,1,5000,60,1,0,3.38371,5000,0.15,4,1,1,100,10,0,1
,727,477,478,freeway,1,2.29704,1,6500,60,1,0,2.29704,6500,0.15,4,1,1,100,10,0,1
,728,477,503,freeway,1,0.793,1,6500,60,1,0,0.793,6500,0.15,4,1,1,100,10,0,1
,729,477,504,freeway,1,0.87339,1,6500,60,1,0,0.87339,6500,0.15,4,1,1,100,10,0,1
,730,478,477,freeway,1,2.29704,1,6500,60,1,0,2.29704,6500,0.15,4,1,1,100,10,0,1
,731,478,479,freeway,1,3.01935,1,6500,60,1,0,3.01935,6500,0.15,4,1,1,100,10,0,1
,732,478,633,freeway,1,1.97097,1,5500,60,1,0,1.97097,5500,0.15,4,1,1,100,10,0,1
,733,478,703,freeway,1,1.31398,1,5500,60,1,0,1.31398,5500,0.15,4,1,1,100,10,0,1
,734,479,478,freeway,1,3.01935,1,6500,60,1,0,3.01935,6500,0.15,4,1,1,100,10,0,1
,735,479,480,freeway,1,1.17336,1,6500,60,1,0,1.17336,6500,0.15,4,1,1,100,10,0,1
,736,479,629,freeway,1,2.23796,1,3000,60,1,0,2.23796,3000,0.15,4,1,1,100,10,0,1
,737,479,693,freeway,1,0.96449,1,3000,60,1,0,0.96449,3000,0.15,4,1,1,100,10,0,1
,738,480,479,freeway,1,1.17336,1,6500,60,1,0,1.17336,6500,0.15,4,1,1,100,10,0,1
,739,480,481,freeway,1,1.29401,1,5000,60,1,0,1.29401,5000,0.15,4,1,1,100,10,0,1
,740,480,483,freeway,1,1.525,1,5000,60,1,0,1.525,5000,0.15,4,1,1,100,10,0,1
,741,480,484,freeway,1,1.80131,1,5000,60,1,0,1.80131,5000,0.15,4,1,1,100,10,0,1
,742,480,486,freeway,1,1.89493,1,6500,60,1,0,1.89493,6500,0.15,4,1,1,100,10,0,1
,743,481,480,freeway,1,1.29401,1,5000,60,1,0,1.29401,5000,0.15,4,1,1,100,10,0,1
,744,481,482,freeway,1,0.488,1,5000,60,1,0,0.488,5000,0.15,4,1,1,100,10,0,1
,745,481,483,freeway,1,1.09969,1,6500,60,1,0,1.09969,6500,0.15,4,1,1,100,10,0,1
,746,481,691,freeway,1,2.30915,1,6500,60,1,0,2.30915,6500,0.15,4,1,1,100,10,0,1
,747,482,481,freeway,1,0.488,1,5000,60,1,0,0.488,5000,0.15,4,1,1,100,10,0,1
,748,483,480,freeway,1,1.525,1,5000,60,1,0,1.525,5000,0.15,4,1,1,100,10,0,1
,749,483,481,freeway,1,1.09969,1,6500,60,1,0,1.09969,6500,0.15,4,1,1,100,10,0,1
,750,483,539,freeway,1,3.07733,1,5000,60,1,0,3.07733,5000,0.15,4,1,1,100,10,0,1
,751,483,693,freeway,1,0.682,1,6500,60,1,0,0.682,6500,0.15,4,1,1,100,10,0,1
,752,484,480,freeway,1,1.80131,1,5000,60,1,0,1.80131,5000,0.15,4,1,1,100,10,0,1
,753,484,485,freeway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,754,484,627,freeway,1,1.73609,1,6000,60,1,0,1.73609,6000,0.15,4,1,1,100,10,0,1
,755,484,629,freeway,1,1.52866,1,6000,60,1,0,1.52866,6000,0.15,4,1,1,100,10,0,1
,756,485,484,freeway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,757,485,489,freeway,1,2.44,1,5000,60,1,0,2.44,5000,0.15,4,1,1,100,10,0,1
,758,485,626,freeway,1,1.75633,1,6500,60,1,0,1.75633,6500,0.15,4,1,1,100,10,0,1
,759,485,628,freeway,1,1.364,1,6500,60,1,0,1.364,6500,0.15,4,1,1,100,10,0,1
,760,486,480,freeway,1,1.89493,1,6500,60,1,0,1.89493,6500,0.15,4,1,1,100,10,0,1
,761,486,535,freeway,1,0.25151,1,6500,60,1,0,0.25151,6500,0.15,4,1,1,100,10,0,1
,762,486,627,freeway,1,2.10339,1,6500,60,1,0,2.10339,6500,0.15,4,1,1,100,10,0,1
,763,486,691,freeway,1,1.06706,1,6500,60,1,0,1.06706,6500,0.15,4,1,1,100,10,0,1
,764,487,488,freeway,1,2.4039,1,5000,60,1,0,2.4039,5000,0.15,4,1,1,100,10,0,1
,765,487,535,freeway,1,3.49621,1,6500,60,1,0,3.49621,6500,0.15,4,1,1,100,10,0,1
,766,487,681,freeway,1,1.64248,1,3000,60,1,0,1.64248,3000,0.15,4,1,1,100,10,0,1
,767,487,682,freeway,1,1.50659,1,3000,60,1,0,1.50659,3000,0.15,4,1,1,100,10,0,1
,768,488,405,freeway,1,0.95285,1,5000,60,1,0,0.95285,5000,0.15,4,1,1,100,10,0,1
,769,488,487,freeway,1,2.4039,1,5000,60,1,0,2.4039,5000,0.15,4,1,1,100,10,0,1
,770,488,680,freeway,1,2.29623,1,2500,60,1,0,2.29623,2500,0.15,4,1,1,100,10,0,1
,771,488,682,freeway,1,1.01524,1,2500,60,1,0,1.01524,2500,0.15,4,1,1,100,10,0,1
,772,489,485,freeway,1,2.44,1,5000,60,1,0,2.44,5000,0.15,4,1,1,100,10,0,1
,773,489,490,freeway,1,0.9779,1,6500,60,1,0,0.9779,6500,0.15,4,1,1,100,10,0,1
,774,489,630,freeway,1,1.72534,1,3500,60,1,0,1.72534,3500,0.15,4,1,1,100,10,0,1
,775,489,631,freeway,1,1.769,1,3500,60,1,0,1.769,3500,0.15,4,1,1,100,10,0,1
,776,490,489,freeway,1,0.9779,1,6500,60,1,0,0.9779,6500,0.15,4,1,1,100,10,0,1
,777,490,491,freeway,1,2.39847,1,6500,60,1,0,2.39847,6500,0.15,4,1,1,100,10,0,1
,778,490,557,freeway,1,2.43542,1,5000,60,1,0,2.43542,5000,0.15,4,1,1,100,10,0,1
,779,490,631,freeway,1,1.19846,1,5000,60,1,0,1.19846,5000,0.15,4,1,1,100,10,0,1
,780,491,490,freeway,1,2.39847,1,6500,60,1,0,2.39847,6500,0.15,4,1,1,100,10,0,1
,781,491,492,freeway,1,2.63432,1,6500,60,1,0,2.63432,6500,0.15,4,1,1,100,10,0,1
,782,491,558,freeway,1,2.34672,1,6500,60,1,0,2.34672,6500,0.15,4,1,1,100,10,0,1
,783,491,559,freeway,1,0.73707,1,6500,60,1,0,0.73707,6500,0.15,4,1,1,100,10,0,1
,784,492,491,freeway,1,2.63432,1,6500,60,1,0,2.63432,6500,0.15,4,1,1,100,10,0,1
,785,492,493,freeway,1,0.99301,1,6500,60,1,0,0.99301,6500,0.15,4,1,1,100,10,0,1
,786,492,561,freeway,1,2.19685,1,9000,60,1,0,2.19685,9000,0.15,4,1,1,100,10,0,1
,787,492,562,freeway,1,0.73707,1,9000,60,1,0,0.73707,9000,0.15,4,1,1,100,10,0,1
,788,493,492,freeway,1,0.99301,1,6500,60,1,0,0.99301,6500,0.15,4,1,1,100,10,0,1
,789,493,494,freeway,1,1.9096,1,6500,60,1,0,1.9096,6500,0.15,4,1,1,100,10,0,1
,790,493,497,freeway,1,1.40829,1,6500,60,1,0,1.40829,6500,0.15,4,1,1,100,10,0,1
,791,493,562,freeway,1,0.57547,1,14500,60,1,0,0.57547,14500,0.15,4,1,1,100,10,0,1
,792,493,564,freeway,1,1.82797,1,14500,60,1,0,1.82797,14500,0.15,4,1,1,100,10,0,1
,793,494,493,freeway,1,1.9096,1,6500,60,1,0,1.9096,6500,0.15,4,1,1,100,10,0,1
,794,494,495,freeway,1,2.58801,1,9000,60,1,0,2.58801,9000,0.15,4,1,1,100,10,0,1
,795,494,561,freeway,1,0.67377,1,10000,60,1,0,0.67377,10000,0.15,4,1,1,100,10,0,1
,796,494,563,freeway,1,2.20446,1,10000,60,1,0,2.20446,10000,0.15,4,1,1,100,10,0,1
,797,495,494,freeway,1,2.58801,1,9000,60,1,0,2.58801,9000,0.15,4,1,1,100,10,0,1
,798,495,496,freeway,1,2.37274,1,9000,60,1,0,2.37274,9000,0.15,4,1,1,100,10,0,1
,799,495,551,freeway,1,3.26962,1,7000,60,1,0,3.26962,7000,0.15,4,1,1,100,10,0,1
,800,495,560,freeway,1,0.61304,1,7000,60,1,0,0.61304,7000,0.15,4,1,1,100,10,0,1
,801,496,436,freeway,1,0.95285,1,9000,60,1,0,0.95285,9000,0.15,4,1,1,100,10,0,1
,802,496,495,freeway,1,2.37274,1,9000,60,1,0,2.37274,9000,0.15,4,1,1,100,10,0,1
,803,496,553,freeway,1,1.46907,1,6000,60,1,0,1.46907,6000,0.15,4,1,1,100,10,0,1
,804,496,556,freeway,1,0.9836,1,6000,60,1,0,0.9836,6000,0.15,4,1,1,100,10,0,1
,805,497,493,freeway,1,1.40829,1,6500,60,1,0,1.40829,6500,0.15,4,1,1,100,10,0,1
,806,497,498,freeway,1,0.5787,1,6500,60,1,0,0.5787,6500,0.15,4,1,1,100,10,0,1
,807,498,497,freeway,1,0.5787,1,6500,60,1,0,0.5787,6500,0.15,4,1,1,100,10,0,1
,808,498,499,freeway,1,1.25755,1,5000,60,1,0,1.25755,5000,0.15,4,1,1,100,10,0,1
,809,498,533,freeway,1,1.2276,1,6500,60,1,0,1.2276,6500,0.15,4,1,1,100,10,0,1
,810,499,498,freeway,1,1.25755,1,5000,60,1,0,1.25755,5000,0.15,4,1,1,100,10,0,1
,811,499,500,freeway,1,2.60592,1,5000,60,1,0,2.60592,5000,0.15,4,1,1,100,10,0,1
,812,499,567,freeway,1,1.525,1,12500,60,1,0,1.525,12500,0.15,4,1,1,100,10,0,1
,813,499,569,freeway,1,1.04948,1,12500,60,1,0,1.04948,12500,0.15,4,1,1,100,10,0,1
,814,500,499,freeway,1,2.60592,1,5000,60,1,0,2.60592,5000,0.15,4,1,1,100,10,0,1
,815,500,501,freeway,1,3.30809,1,5000,60,1,0,3.30809,5000,0.15,4,1,1,100,10,0,1
,816,500,566,freeway,1,1.54319,1,4500,60,1,0,1.54319,4500,0.15,4,1,1,100,10,0,1
,817,500,570,freeway,1,0.671,1,4500,60,1,0,0.671,4500,0.15,4,1,1,100,10,0,1
,818,501,500,freeway,1,3.30809,1,5000,60,1,0,3.30809,5000,0.15,4,1,1,100,10,0,1
,819,501,502,freeway,1,3.19188,1,5000,60,1,0,3.19188,5000,0.15,4,1,1,100,10,0,1
,820,501,571,freeway,1,1.12478,1,5500,60,1,0,1.12478,5500,0.15,4,1,1,100,10,0,1
,821,501,636,freeway,1,1.06706,1,5500,60,1,0,1.06706,5500,0.15,4,1,1,100,10,0,1
,822,502,501,freeway,1,3.19188,1,5000,60,1,0,3.19188,5000,0.15,4,1,1,100,10,0,1
,823,502,503,freeway,1,3.32995,1,6500,60,1,0,3.32995,6500,0.15,4,1,1,100,10,0,1
,824,502,632,freeway,1,1.64248,1,1500,60,1,0,1.64248,1500,0.15,4,1,1,100,10,0,1
,825,502,634,freeway,1,1.586,1,1500,60,1,0,1.586,1500,0.15,4,1,1,100,10,0,1
,826,503,477,freeway,1,0.793,1,6500,60,1,0,0.793,6500,0.15,4,1,1,100,10,0,1
,827,503,502,freeway,1,3.32995,1,6500,60,1,0,3.32995,6500,0.15,4,1,1,100,10,0,1
,828,503,504,freeway,1,0.366,1,7000,60,1,0,0.366,7000,0.15,4,1,1,100,10,0,1
,829,503,633,freeway,1,3.05061,1,7000,60,1,0,3.05061,7000,0.15,4,1,1,100,10,0,1
,830,504,477,freeway,1,0.87339,1,6500,60,1,0,0.87339,6500,0.15,4,1,1,100,10,0,1
,831,504,503,freeway,1,0.366,1,7000,60,1,0,0.366,7000,0.15,4,1,1,100,10,0,1
,832,504,505,freeway,1,3.22839,1,6500,60,1,0,3.22839,6500,0.15,4,1,1,100,10,0,1
,833,504,635,freeway,1,0.71138,1,7000,60,1,0,0.71138,7000,0.15,4,1,1,100,10,0,1
,834,505,504,freeway,1,3.22839,1,6500,60,1,0,3.22839,6500,0.15,4,1,1,100,10,0,1
,835,505,506,freeway,1,2.2338,1,6500,60,1,0,2.2338,6500,0.15,4,1,1,100,10,0,1
,836,505,634,freeway,1,1.79406,1,6000,60,1,0,1.79406,6000,0.15,4,1,1,100,10,0,1
,837,505,639,freeway,1,1.39235,1,6000,60,1,0,1.39235,6000,0.15,4,1,1,100,10,0,1
,838,506,505,freeway,1,2.2338,1,6500,60,1,0,2.2338,6500,0.15,4,1,1,100,10,0,1
,839,506,507,freeway,1,3.58034,1,5000,60,1,0,3.58034,5000,0.15,4,1,1,100,10,0,1
,840,506,639,freeway,1,1,1,5000,60,1,0,0.86267,5000,0.15,4,1,1,100,10,0,1
,841,506,644,freeway,1,2.41317,1,5000,60,1,0,2.41317,5000,0.15,4,1,1,100,10,0,1
,842,507,506,freeway,1,3.58034,1,5000,60,1,0,3.58034,5000,0.15,4,1,1,100,10,0,1
,843,507,508,freeway,1,7.0739,1,5000,60,1,0,7.0739,5000,0.15,4,1,1,100,10,0,1
,844,507,578,freeway,1,5.15657,1,1500,60,1,0,5.15657,1500,0.15,4,1,1,100,10,0,1
,845,507,646,freeway,1,0.2728,1,1500,60,1,0,0.2728,1500,0.15,4,1,1,100,10,0,1
,846,508,450,freeway,1,3.51955,1,5000,60,1,0,3.51955,5000,0.15,4,1,1,100,10,0,1
,847,508,507,freeway,1,7.0739,1,5000,60,1,0,7.0739,5000,0.15,4,1,1,100,10,0,1
,848,508,509,freeway,1,1.89198,1,5000,60,1,0,1.89198,5000,0.15,4,1,1,100,10,0,1
,849,509,508,freeway,1,1.89198,1,5000,60,1,0,1.89198,5000,0.15,4,1,1,100,10,0,1
,850,509,510,freeway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,851,509,659,freeway,1,1.09969,1,5000,60,1,0,1.09969,5000,0.15,4,1,1,100,10,0,1
,852,509,667,freeway,1,2.16185,1,5000,60,1,0,2.16185,5000,0.15,4,1,1,100,10,0,1
,853,510,509,freeway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,854,510,511,freeway,1,0.244,1,5000,60,1,0,0.244,5000,0.15,4,1,1,100,10,0,1
,855,510,658,freeway,1,1.04948,1,4000,60,1,0,1.04948,4000,0.15,4,1,1,100,10,0,1
,856,510,666,freeway,1,2.22043,1,4000,60,1,0,2.22043,4000,0.15,4,1,1,100,10,0,1
,857,511,510,freeway,1,0.244,1,5000,60,1,0,0.244,5000,0.15,4,1,1,100,10,0,1
,858,511,512,freeway,1,2.074,1,5000,60,1,0,2.074,5000,0.15,4,1,1,100,10,0,1
,859,511,521,freeway,1,2.86765,1,5000,60,1,0,2.86765,5000,0.15,4,1,1,100,10,0,1
,860,511,522,freeway,1,4.27174,1,5000,60,1,0,4.27174,5000,0.15,4,1,1,100,10,0,1
,861,512,511,freeway,1,2.074,1,5000,60,1,0,2.074,5000,0.15,4,1,1,100,10,0,1
,862,512,513,freeway,1,3.42959,1,5000,60,1,0,3.42959,5000,0.15,4,1,1,100,10,0,1
,863,512,661,freeway,1,1.09969,1,2000,60,1,0,1.09969,2000,0.15,4,1,1,100,10,0,1
,864,512,670,freeway,1,3.42144,1,2000,60,1,0,3.42144,2000,0.15,4,1,1,100,10,0,1
,865,513,512,freeway,1,3.42959,1,5000,60,1,0,3.42959,5000,0.15,4,1,1,100,10,0,1
,866,513,514,freeway,1,4.8861,1,5000,60,1,0,4.8861,5000,0.15,4,1,1,100,10,0,1
,867,513,902,freeway,1,3.14017,1,3500,60,1,0,3.14017,3500,0.15,4,1,1,100,10,0,1
,868,513,905,freeway,1,5.8981,1,3500,60,1,0,5.8981,3500,0.15,4,1,1,100,10,0,1
,869,514,513,freeway,1,4.8861,1,5000,60,1,0,4.8861,5000,0.15,4,1,1,100,10,0,1
,870,514,515,freeway,1,4.02785,1,5000,60,1,0,4.02785,5000,0.15,4,1,1,100,10,0,1
,871,514,903,freeway,1,2.56273,1,3000,60,1,0,2.56273,3000,0.15,4,1,1,100,10,0,1
,872,514,905,freeway,1,6.71693,1,3000,60,1,0,6.71693,3000,0.15,4,1,1,100,10,0,1
,873,515,514,freeway,1,4.02785,1,5000,60,1,0,4.02785,5000,0.15,4,1,1,100,10,0,1
,874,515,516,freeway,1,5.28768,1,5000,60,1,0,5.28768,5000,0.15,4,1,1,100,10,0,1
,875,515,534,freeway,1,1.49543,1,3500,60,1,0,1.49543,3500,0.15,4,1,1,100,10,0,1
,876,515,544,freeway,1,0.305,1,3500,60,1,0,0.305,3500,0.15,4,1,1,100,10,0,1
,877,515,932,freeway,1,10.4426,1,5000,60,1,0,10.4426,5000,0.15,4,1,1,100,10,0,1
,878,516,515,freeway,1,5.28768,1,5000,60,1,0,5.28768,5000,0.15,4,1,1,100,10,0,1
,879,516,517,freeway,1,6.58828,1,3500,60,1,0,6.58828,3500,0.15,4,1,1,100,10,0,1
,880,516,903,freeway,1,7.21375,1,6000,60,1,0,7.21375,6000,0.15,4,1,1,100,10,0,1
,881,516,906,freeway,1,1.11981,1,6000,60,1,0,1.11981,6000,0.15,4,1,1,100,10,0,1
,882,517,516,freeway,1,6.58828,1,3500,60,1,0,6.58828,3500,0.15,4,1,1,100,10,0,1
,883,517,518,freeway,1,7.19102,1,3500,60,1,0,7.19102,3500,0.15,4,1,1,100,10,0,1
,884,517,908,freeway,1,1.64248,1,2500,60,1,0,1.64248,2500,0.15,4,1,1,100,10,0,1
,885,517,909,freeway,1,4.31335,1,2500,60,1,0,4.31335,2500,0.15,4,1,1,100,10,0,1
,886,518,517,freeway,1,7.19102,1,3500,60,1,0,7.19102,3500,0.15,4,1,1,100,10,0,1
,887,518,911,freeway,1,3.62732,1,3500,60,1,0,3.62732,3500,0.15,4,1,1,100,10,0,1
,888,518,912,freeway,1,2.16614,1,3500,60,1,0,2.16614,3500,0.15,4,1,1,100,10,0,1
,889,518,930,freeway,1,38.3558,1,3500,60,1,0,38.3558,3500,0.15,4,1,1,100,10,0,1
,890,519,520,freeway,1,0.682,1,5000,60,1,0,0.682,5000,0.15,4,1,1,100,10,0,1
,891,519,521,freeway,1,2.50769,1,5000,60,1,0,2.50769,5000,0.15,4,1,1,100,10,0,1
,892,519,668,freeway,1,0.35569,1,2000,60,1,0,0.35569,2000,0.15,4,1,1,100,10,0,1
,893,519,670,freeway,1,3.21048,1,2000,60,1,0,3.21048,2000,0.15,4,1,1,100,10,0,1
,894,520,519,freeway,1,0.682,1,5000,60,1,0,0.682,5000,0.15,4,1,1,100,10,0,1
,895,521,511,freeway,1,2.86765,1,5000,60,1,0,2.86765,5000,0.15,4,1,1,100,10,0,1
,896,521,519,freeway,1,2.50769,1,5000,60,1,0,2.50769,5000,0.15,4,1,1,100,10,0,1
,897,521,666,freeway,1,0.793,1,1500,60,1,0,0.793,1500,0.15,4,1,1,100,10,0,1
,898,521,670,freeway,1,2.728,1,1500,60,1,0,2.728,1500,0.15,4,1,1,100,10,0,1
,899,522,511,freeway,1,4.27174,1,5000,60,1,0,4.27174,5000,0.15,4,1,1,100,10,0,1
,900,522,523,freeway,1,5.70472,1,5000,60,1,0,5.70472,5000,0.15,4,1,1,100,10,0,1
,901,523,522,freeway,1,5.70472,1,5000,60,1,0,5.70472,5000,0.15,4,1,1,100,10,0,1
,902,523,530,freeway,1,2.074,1,5000,60,1,0,2.074,5000,0.15,4,1,1,100,10,0,1
